"product_id";"name";"categories";"main_categories";"sku";"upc";"location";"quantity";"model";"manufacturer";"image_name";"requires shipping";"price";"points";"date_added";"date_modified";"date_available";"weight";"unit";"length";"width";"height";"length unit";"status enabled";"tax_class_id";"viewed";"language_id";"seo_keyword";"description";"meta_description";"meta_keywords";"seo_title";"seo_h1";"stock_status_id";"store_ids";"layout";"related_ids";"tags";"sort_order";"subtract";"minimum"
"92";"Блинница Ariete Baby 181";"1000";;"1301139965";;;"";;"";"data/92-162-thickbox.jpg";"yes";"60.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Мощность 900 Вт. Индикатор температуры. Контейнер для теста. Готовым блинчикам можно придать форму Микки Мауса специальной формочкой.</p>";;;"Блинница Ariete Baby 181";"Блинница Ariete Baby 181";7;0;;;;0;"true";1
"93";"Аппарат для пончиков Daewoo DI 8102";"1000";;"2084407699";;;"";;"";"data/93-164-thickbox.jpg";"yes";"35.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Аппарат предназначен для приготовления пончиков традиционной (кольцеобразной) формы. Индикатор включения и готовности. Антипригарное покрытие. Регулировка температуры.</p>";;;"Аппарат для пончиков Daewoo DI 8102";"Аппарат для пончиков Daewoo DI 8102";7;0;;;;0;"true";1
"94";"Автокресло Bebe Confort Opal";"1001";;"1318211023";;;"";;"";"data/94-165-thickbox.jpg";"yes";"483.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Автокресло с поворотным сиденьем для более продолжительного использования. Переустановка положений происходит одним движением руки, вращением автокресла на своем основании. Сиденье подходит для двух групп: 0+ - спиной к дороге и 1 - лицом к дороге. Боковая защита Safe Side предохраняет голову малыша при боковых столкновениях. Внутренние 5-точечные ремни безопасности быстро и удобно регулируются по росту ребенка. Размеры: ширина регулируется от 40 до 50 см. Высота регулируется от 60 до 76 см. Варианты цвета: Total Black, Intense Red, Deep Blue, Brown Earth, Steel Gray, Marble Pink, Dark Olive.</p>";;;"Автокресло Bebe Confort Opal";"Автокресло Bebe Confort Opal";7;0;;;;0;"true";1
"95";"Детские качели GRACO Sweetpeace";"1001";;"613154813";;;"";;"";"data/95-172-thickbox.jpg";"yes";"348.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Детские качели для детей с рождения. Качели копируют движение при укачивании ребёнка на руках (в трёх разных направлениях), три положения спинки, 6 скоростей, съёмное сидение, набор различных мелодий и возможность подключения МР3 плеера, две скорости вибрации, ремни безопасности, регулируемый капор.</p>";;;"Детские качели GRACO Sweetpeace";"Детские качели GRACO Sweetpeace";7;0;;;;0;"true";1
"96";"Цифровой видеомонитор Philips AVENT SCD60000";"1001";;"1095960108";;;"";;"";"data/96-173-thickbox.jpg";"yes";"350.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Автоматический выбор канала для конфиденциального соединения. Система инфракрасного ночного видения для круглосуточного наблюдения. Успокаивающие колыбельные и ночник. Высокое разрешение, цветной экран 61 мм. Беспроводной портативный родительский блок. Цифровое подтверждение сигнала и световая индикация уровня звука. Автоматическое включение экрана с регуляторами яркости и звука. Родительский блок на аккумуляторах. Диапазон действия: 150 м. Клипса для крепления к поясу.</p>";;;"Цифровой видеомонитор Philips AVENT SCD60000";"Цифровой видеомонитор Philips AVENT SCD60000";7;0;;;;0;"true";1
"97";"Стульчик для кормления Peg-Perego Prima Pappa Best";"1001";;"1360727340";;;"";;"";"data/97-174-thickbox.jpg";"yes";"306.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Стульчик раcсчитан на малыша до трех лет. Моющееся сидение изготовлено из кожа заменителя, корпус пластмассовый, регулируемая подножка, стопора на колесах, большая устойчивость. Пятиточечные ремни безопасности и анатомическая вставка для разделения ног удерживают ребенка в надежном и безопасном положении.</p>";;;"Стульчик для кормления Peg-Perego Prima Pappa Best";"Стульчик для кормления Peg-Perego Prima Pappa Best";7;0;;;;0;"true";1
"98";"Гладильная доска Metalnova Domino Plus";"1002";;"72850442";;;"";;"";"data/98-179-thickbox.jpg";"yes";"134.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Компактная, устойчивая гладильная доска с регулировкой высоты гладильной платформы до восьми положений. Имеет твердую гладильную платформу из огнеупорного материала, на которую одевается влагоустойчивый и жаропрочный чехол. Ножки выполнены из хромированного металла. Рабочая поверхность: 114x36 см. Подставка для утюга. Вес:7 кг.</p>";;;"Гладильная доска Metalnova Domino Plus";"Гладильная доска Metalnova Domino Plus";7;0;;;;0;"true";1
"99";"Лампы АРО Голден S";"1002";;"2101817514";;;"";;"";"data/99-180-thickbox.jpg";"yes";"151.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Лампы АРО Голден S. Отличное решение для создания непринужденной и уютной обстановки в Вашем доме. Размеры: Большой лампы (L): Высота - 143 см; Диаметр - 29 см Средней лампы (M): Высота - 115 см; Диаметр - 29 см Маленькой лампы (S): Высота - 83 см; Диаметр - 26 см Страна-производитель: Индонезия</p>";;;"Лампы АРО Голден S";"Лампы АРО Голден S";7;0;;;;0;"true";1
"100";"Детектор проводки Bosch PDO Multi";"1003";;"2127895796";;;"";;"";"data/100-181-thickbox.jpg";"yes";"123.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Цифровой детектор для обнаружения и локализации проводки, металлов (включая цветные) и деревянных внутренних конструкций. Функция «Zoom». Дисплей с высоким разрешением. Однозначное запрещение/разрешение сверления с помощью светодиодного индикатора. Автоматическая калибровка.</p>";;;"Детектор проводки Bosch PDO Multi";"Детектор проводки Bosch PDO Multi";7;0;;;;0;"true";1
"101";"Оптический нивелир Bosch GOL 20 D Professional";"1003";;"1331499396";;;"";;"";"data/101-182-thickbox.jpg";"yes";"285.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Оптический нивелир с точность нивелирования 3 мм на 30 м. Рабочий диапазон: до 60 м. Оптимально подходит для использования вне помещений благодаря прочному корпусу с защитой от пыли и брызг IP 54. Светосильный объектив для чёткого захвата цели. Пентапризма для удобства считывания показаний сферического уровня. Коллиматор для грубого выравнивания. Вертикальное изображение. Большая кнопка фокусировки для простого выравнивания.Бесконечный микрометренный привод (измерение в гонах) с проскальзывающей муфтой.</p>";;;"Оптический нивелир Bosch GOL 20 D Professional";"Оптический нивелир Bosch GOL 20 D Professional";7;0;;;;0;"true";1
